stable_id	Mass	pI	Charge	NumResidues	CAI
SPBC543.10	20191.71	10.6458	12.5	171	0.403
SPBC18H10.10c	34693.46	9.8611	12.5	299	0.336
SPBC14F5.06	66589.75	8.5037	12.5	593	0.621
SPAC19D5.05c	21777.35	9.9277	12.5	183	0.493
SPBC428.02c	47855.13	8.9401	12.5	427	0.683
SPBC1198.03c	28278.51	9.7151	12.5	249	0.402
SPBC1685.17	9541.21	10.5888	13.0	81	0.281
SPBC36B7.04	45326.76	9.1066	13.0	399	0.431
SPCC613.02	55384.81	9.0757	13.0	497	0.393
SPBC12C2.14c	13357.58	10.7749	13.0	111	0.370
SPCP31B10.05	61595.43	8.4466	13.0	536	0.422
SPBC582.05c	98436.16	8.0882	13.0	878	0.416
SPAC23C11.07	12321.51	10.9959	13.0	110	0.345
SPAC637.06	41127.02	9.1250	13.0	347	0.443
SPAC1834.10c	19649.97	10.5958	13.0	178	0.338
SPCC970.07c	73293.11	8.3692	13.0	636	0.394
SPBC365.08c	25112.53	10.1171	13.0	224	0.417
SPAC27E2.06c	61946.09	8.3528	13.0	539	0.400
SPBC25H2.06c	33044.54	9.7380	13.0	293	0.426
SPAC823.13c	36750.06	10.1066	13.0	317	0.387
SPCC1529.01	54872.57	9.3584	13.0	491	0.423
SPBC2G2.15c	24742.77	9.9431	13.0	218	0.303
SPAC24B11.09	13535.75	11.5061	13.0	118	0.586
SPBC1677.03c	66543.58	8.6183	13.0	600	0.514
SPCC320.06	33329.77	9.0826	13.0	289	0.384
SPAC644.06c	66955.02	8.1954	13.0	593	0.417
SPAC23G3.06	55759.04	9.6841	13.0	508	0.528
SPCC297.06c	27632.33	10.2100	13.0	230	0.361
SPAC6C3.06c	116588.05	7.8251	13.0	1033	0.396
SPAC186.04c	19488.82	10.7474	13.0	175	0.345
SPAC4G9.19	31520.50	9.8742	13.0	270	0.398
SPBC30D10.12c	10698.40	10.9589	13.0	93	0.277
SPBP23A10.10	82824.42	8.8593	13.0	749	0.412
SPCC830.04c	17299.00	9.6440	13.0	143	0.391
SPAC1F7.02c	65261.43	9.4304	13.0	578	0.510
SPBC428.08c	55918.48	8.4180	13.0	490	0.396
SPAC23G3.08c	98377.38	7.3020	13.0	875	0.412
SPAC1039.05c	89010.36	7.4413	13.0	781	0.414
SPBC21B10.09	58251.93	8.7296	13.0	519	0.398
SPBC14C8.01c	32854.06	10.4667	13.0	301	0.368
SPBC18H10.20c	40144.47	8.9111	13.0	361	0.406
SPCC736.10c	16937.69	10.4648	13.0	152	0.381
SPCC24B10.09	15533.97	10.7188	13.0	132	0.663
SPBP22H7.07	52418.23	8.3827	13.0	473	0.422
SPBC887.07	14742.31	10.7495	13.0	136	0.393
SPAPB17E12.07c	44608.25	9.0630	13.0	380	0.380
SPCC1620.04c	58409.39	8.6309	13.0	509	0.371
SPBC25D12.05	60297.39	8.3331	13.0	548	0.415
SPAC23H3.13c	40522.62	9.4957	13.0	354	0.408
SPAC22F3.07c	13639.78	10.9100	13.0	118	0.487
SPAC30D11.07	40226.64	8.9482	13.0	355	0.375
SPBC15D4.04	49855.36	8.9234	13.0	446	0.389
SPAC343.15	50121.35	8.9280	13.0	434	0.401
SPBC336.04	123568.58	7.9593	13.0	1086	0.417
SPAC683.03	12223.37	10.0964	13.0	105	0.299
SPAC6G9.14	73292.27	8.2914	13.5	681	0.426
SPAC13A11.04c	51720.44	7.8277	13.5	449	0.445
SPCC737.04	48796.25	9.3541	13.5	421	0.371
SPAC630.06c	22279.52	10.4286	13.5	188	0.330
SPAC12G12.02	21804.12	10.2734	13.5	183	0.443
SPAC25B8.04c	43599.89	8.6568	13.5	378	0.455
SPAC23H4.17c	42585.23	9.6685	13.5	369	0.352
SPAC29A4.06c	41008.63	9.8878	13.5	355	0.351
SPCC1235.11	16055.65	10.7580	13.5	141	0.472
SPBC337.04	47939.70	8.7371	13.5	413	0.383
SPAC27D7.13c	77105.87	8.9543	13.5	670	0.355
SPBC14C8.02	48549.82	9.8339	13.5	427	0.420
SPBC1347.07	29285.96	9.5822	13.5	252	0.416
SPAC13A11.02c	56331.22	9.0287	13.5	495	0.676
SPBC1105.01	112870.59	8.0510	13.5	1001	0.407
SPBC56F2.08c	72822.43	8.4400	13.5	661	0.455
SPBP8B7.05c	37009.53	9.7434	13.5	328	0.466
SPAC3H8.03	12091.15	11.4580	13.5	105	0.296
SPBC23G7.08c	76679.21	8.6887	13.5	695	0.481
SPBC651.03c	42548.66	8.5884	13.5	373	0.439
SPCC736.03c	50188.13	9.0328	13.5	429	0.413
SPAC31A2.12	65902.32	8.6084	13.5	596	0.366
SPAC13G6.06c	114233.46	7.3264	13.5	1031	0.487
SPBC2D10.19c	11637.51	10.8539	13.5	105	0.403
SPBC4B4.07c	28339.49	10.4427	13.5	249	0.358
SPBC2F12.02c	32384.39	10.2089	13.5	287	0.368
SPCC1840.06	23987.89	10.5163	13.5	216	0.502
SPBC1539.10	23946.40	10.3419	13.5	209	0.429
SPCC63.11	74223.71	9.4999	13.5	662	0.364
SPAC3H1.06c	63524.18	9.2344	13.5	589	0.406
SPCC1393.05	109007.19	7.9114	13.5	956	0.397
SPBC11B10.05c	56288.95	9.6011	13.5	494	0.376
SPAC959.05c	73819.62	8.3204	13.5	632	0.372
SPAC1002.09c	54731.28	8.7615	13.5	511	0.569
SPBC25B2.08	13984.07	11.4095	13.5	125	0.393
SPAC20G8.09c	116463.42	7.9000	13.5	1033	0.436
SPCC777.17c	11667.74	11.3588	13.5	101	0.268
SPCC126.04c	38580.70	9.4620	13.5	344	0.400
SPBC28F2.02	33281.61	9.9538	13.5	292	0.483
SPAC17G6.15c	35447.29	10.2372	13.5	322	0.468
SPBC21.06c	119291.44	7.6746	13.5	1062	0.381
SPBC19C2.15c	24036.72	10.1641	13.5	208	0.411
SPAC4F8.04	35834.84	9.9232	13.5	306	0.386
SPBC409.07c	64762.25	9.4037	13.5	605	0.421
SPAC1F3.03	112010.39	7.7441	14.0	1004	0.372
SPAC16A10.01	91659.45	8.3783	14.0	830	0.399
SPBC23G7.09	21003.05	10.1432	14.0	181	0.422
SPCC16C4.09	117603.51	7.6073	14.0	1066	0.410
SPBC800.07c	33563.26	10.0884	14.0	299	0.379
SPAC19G12.06c	13775.97	11.1888	14.0	131	0.734
SPBC336.02	34678.37	9.9134	14.0	307	0.396
SPBC3H7.03c	114164.08	7.2043	14.0	1009	0.554
SPCC576.06c	49498.37	9.0143	14.0	445	0.400
SPAC30C2.07	93380.29	7.9808	14.0	842	0.377
SPCC622.09	13818.84	10.7319	14.0	126	0.754
SPAC926.06c	69484.77	8.7114	14.0	621	0.376
SPAC26F1.05	13477.09	10.3875	14.0	115	0.414
SPBC18H10.07	25887.20	9.9816	14.0	224	0.373
SPBC2F12.12c	60861.75	9.5150	14.0	517	0.358
SPBC19C2.04c	39169.09	8.7790	14.0	350	0.472
SPBC16A3.06	43937.06	8.6697	14.0	388	0.355
SPAC2F7.11	57760.98	8.9605	14.0	529	0.443
SPAC6G10.08	49478.92	9.3849	14.0	439	0.584
SPAC31A2.08	18977.20	10.4669	14.0	161	0.366
SPAC343.18	23060.36	9.8618	14.0	205	0.307
SPCC645.09	15184.29	10.9062	14.0	139	0.392
SPBC18H10.02	75965.57	8.3315	14.0	676	0.581
SPBC18H10.08c	67747.20	8.1639	14.0	593	0.405
SPCC622.08c	13878.07	11.2981	14.0	132	0.765
SPAC3G9.03	14882.48	10.8542	14.0	139	0.665
SPAC17A5.11	39399.46	9.7173	14.0	345	0.377
SPBC2G2.01c	57963.64	9.0955	14.0	514	0.354
SPAC14C4.14	58587.69	9.4893	14.0	536	0.647
SPBC16G5.15c	71173.79	9.3562	14.0	642	0.388
SPBC2D10.04	72732.13	8.6941	14.0	658	0.404
SPBC1711.02	21003.05	10.1432	14.0	181	0.422
SPAC227.13c	20616.02	10.2976	14.0	192	0.551
SPAC1786.01c	72522.20	8.7412	14.0	630	0.451
SPAC167.05	65947.97	9.3891	14.0	601	0.416
SPBC1734.09	34848.24	9.9454	14.0	316	0.299
SPCC18B5.04	19030.59	10.8756	14.0	166	0.279
SPAC1399.06	14420.78	10.8713	14.0	124	0.340
SPCC1322.11	14882.48	10.8542	14.0	139	0.814
SPBC16A3.17c	65296.67	8.7710	14.0	599	0.399
SPCC584.15c	65326.48	8.9401	14.0	594	0.359
SPCC1259.04	18765.42	10.8253	14.0	168	0.307
SPBC354.08c	99207.20	8.1192	14.0	865	0.450
SPAC890.08	13261.40	10.9015	14.0	113	0.742
SPCC330.12c	20136.44	10.5198	14.0	180	0.589
SPCC965.05c	36574.35	9.9798	14.0	325	0.359
SPAPB2B4.06	28617.14	9.7824	14.0	255	0.376
SPCC970.03	33723.11	10.0004	14.0	301	0.552
SPBC4F6.12	49030.25	7.9917	14.0	438	0.433
SPAC17G6.08	62434.41	7.9679	14.0	536	0.437
SPBC3B9.15c	125128.86	7.8267	14.0	1086	0.391
SPAC227.08c	19379.31	8.9220	14.0	170	0.411
SPMTR.04	21003.05	10.1432	14.0	181	0.422
SPBC3D6.02	43625.90	9.2366	14.0	390	0.793
SPMTR.02	18670.81	9.5307	14.0	159	0.454
SPAC140.01	31425.54	8.9634	14.5	275	0.571
SPAP27G11.04c	36275.92	8.9039	14.5	315	0.359
SPAC821.07c	56692.39	8.3795	14.5	508	0.416
SPBC3H7.02	96374.09	8.2808	14.5	877	0.502
SPCC757.13	58696.77	8.9780	14.5	522	0.531
SPAC2G11.09	90572.74	8.5076	14.5	793	0.408
SPCC553.07c	62054.55	9.0178	14.5	547	0.393
SPBPB8B6.06c	34556.91	9.1095	14.5	311	0.356
SPBC19C2.12	16555.22	10.4096	14.5	145	0.404
SPBC609.01	128575.56	7.5802	14.5	1157	0.409
SPBC83.03c	63055.62	8.8517	14.5	549	0.379
SPBC15D4.12c	13639.60	10.3073	14.5	113	0.368
SPAC977.11	34556.91	9.1095	14.5	311	0.352
SPAC31A2.03	24306.46	10.4420	14.5	216	0.335
SPAC1D4.09c	27057.21	9.7663	14.5	240	0.337
SPCC18.08	60285.95	8.7016	14.5	531	0.365
SPAC4G8.08	30002.25	9.8146	14.5	271	0.370
SPAC3H1.05	54001.23	9.1709	14.5	474	0.482
SPAC823.08c	51863.81	9.7487	14.5	465	0.438
SPBP4H10.15	99901.34	7.9229	14.5	918	0.505
SPAC589.12	110034.49	7.6080	14.5	971	0.400
SPBC18H10.05	66077.84	8.0944	14.5	586	0.392
SPCC162.09c	114877.07	8.1624	14.5	1053	0.482
SPAC29B12.08	75679.89	7.3875	14.5	689	0.447
SPAC56F8.04c	39698.30	9.7019	14.5	360	0.387
SPBC530.11c	90824.40	7.5823	14.5	819	0.382
SPAC17G8.13c	47274.71	9.0836	14.5	407	0.321
SPCC1183.06	36705.02	9.6643	15.0	322	0.458
SPAC23C11.15	124848.90	8.0152	15.0	1075	0.387
SPAC4F8.08	17458.29	10.7402	15.0	151	0.279
SPCC1393.03	17519.46	11.0229	15.0	153	0.788
SPAC2G11.02	151570.18	7.2358	15.0	1318	0.404
SPAC3F10.16c	69674.83	9.6120	15.0	616	0.409
SPBC19C2.11c	50329.36	10.0616	15.0	452	0.432
SPBC16A3.19	30901.20	10.4003	15.0	272	0.350
SPAC7D4.12c	83359.11	8.4296	15.0	759	0.413
SPAC14C4.05c	94908.05	8.6572	15.0	844	0.383
SPAC1805.12c	14595.10	10.4833	15.0	128	0.693
SPAC25B8.05	51604.22	8.9357	15.0	450	0.375
SPBC146.06c	82225.54	8.1128	15.0	703	0.385
SPAC17A5.07c	71917.06	8.7168	15.0	638	0.361
SPAC22F8.07c	55218.72	8.6818	15.0	466	0.414
SPAC27D7.07c	13089.36	11.6185	15.0	117	0.381
SPBC29A3.08	22002.60	9.9754	15.0	188	0.422
SPCC794.03	60857.85	9.2938	15.0	554	0.445
SPCC1442.03	37718.59	9.6740	15.0	338	0.451
SPAC17A5.14	152589.24	7.3087	15.0	1328	0.435
SPBC776.08c	126081.13	7.5842	15.0	1097	0.432
SPBC16A3.18	53477.54	9.8514	15.0	490	0.384
SPAC824.06	15270.77	11.2526	15.0	140	0.312
SPBC530.01	58448.59	9.3901	15.0	514	0.411
SPBC947.14c	12394.65	11.1118	15.0	103	0.430
SPCC736.02	33220.04	10.4225	15.0	286	0.370
SPAC24C9.06c	86113.28	8.3404	15.0	789	0.694
SPBC530.14c	61055.94	8.2312	15.0	544	0.432
SPAC3G9.15c	26677.56	10.1979	15.0	230	0.344
SPAC29A4.20	61849.98	8.5403	15.0	544	0.437
SPBC56F2.12	45188.77	9.9620	15.0	404	0.850
SPBC1347.13c	33402.36	9.8050	15.0	301	0.323
SPCC962.06c	63621.54	8.8269	15.0	587	0.421
SPAC1071.07c	17633.56	11.0229	15.0	154	0.726
SPCC777.04	57234.77	9.2793	15.0	521	0.376
SPCP1E11.06	96041.65	8.5759	15.0	865	0.411
SPBC83.11	50343.44	9.3797	15.0	449	0.424
SPAC11G7.04	14595.10	10.4833	15.0	128	0.740
SPAC17H9.05	37818.80	10.1568	15.0	333	0.439
SPAC11E3.02c	142990.85	7.5493	15.0	1237	0.394
SPCC1322.03	97438.07	8.7732	15.0	862	0.392
SPBC26H8.13c	14087.35	9.1604	15.0	124	0.422
SPAC3H1.11	64125.76	8.4986	15.0	582	0.408
SPCP31B10.04	32116.90	9.9215	15.0	287	0.402
SPCC24B10.04	23365.85	10.4338	15.5	199	0.363
SPAC959.11	14260.20	10.6222	15.5	121	0.431
SPAC1F3.09	63216.43	8.3476	15.5	561	0.446
SPBC2D10.15c	23410.26	10.1544	15.5	206	0.356
SPAC3G6.04	42073.87	10.0814	15.5	369	0.431
SPAC688.10	168290.40	7.6113	15.5	1480	0.385
SPAC19B12.04	6910.19	12.2137	15.5	61	0.537
SPBC3E7.15c	45335.85	9.5198	15.5	384	0.466
SPCC1682.15	85641.23	7.9294	15.5	749	0.403
SPAC1F3.02c	125132.70	8.1124	15.5	1116	0.392
SPAC17A2.10c	26593.11	8.9608	15.5	230	0.529
SPAC24C9.10c	29311.00	10.2109	15.5	263	0.340
SPAPB1E7.11c	36702.34	10.0989	15.5	319	0.342
SPAC31G5.07	25388.23	10.4435	15.5	234	0.387
SPAC4G8.12c	62200.50	8.6420	15.5	533	0.414
SPCC1442.15c	23011.46	10.4527	15.5	202	0.361
SPAC806.05	14865.24	10.7876	15.5	125	0.322
SPAC823.11	46846.90	9.0524	15.5	411	0.401
SPBC1289.09	25568.15	10.2683	15.5	223	0.375
SPBPJ4664.01	42046.58	9.6350	15.5	378	0.380
SPCC550.04c	36654.47	10.0467	15.5	324	0.372
SPBC1683.03c	56954.44	9.2795	15.5	519	0.348
SPAC6G10.05c	137758.15	7.5841	15.5	1210	0.377
SPAC23H3.12c	26103.51	10.0262	15.5	226	0.387
SPBC14C8.16c	35752.63	10.1870	15.5	315	0.417
SPBC3B8.06	57703.50	8.5234	15.5	511	0.448
SPBC106.07c	18872.97	11.4512	15.5	167	0.349
SPCC1235.02	40650.81	9.4830	15.5	363	0.466
SPAC18G6.10	78179.02	8.3385	15.5	688	0.369
SPCC4B3.17	32972.10	10.0012	15.5	283	0.394
SPAC1B3.09c	60786.58	9.2195	15.5	528	0.409
SPAC1751.04	11918.81	10.8399	15.5	103	0.442
SPAC144.01	13618.84	10.7558	15.5	112	0.393
SPCC965.11c	59431.29	9.5987	15.5	537	0.383
SPAC1783.02c	33247.28	9.3922	15.5	300	0.372
SPBC2D10.08c	29549.84	10.2752	15.5	261	0.357
SPBC30D10.10c	266183.67	6.8913	15.5	2335	0.406
SPBC1105.16c	12366.43	10.5582	15.5	107	0.275
SPBC530.13	38685.83	9.0375	15.5	335	0.361
SPBC902.03	21372.98	10.1878	15.5	180	0.387
SPCC18.18c	56321.92	8.5594	15.5	520	0.563
SPAC2F3.01	37130.08	9.4286	15.5	319	0.377
SPAC521.04c	98857.67	7.9237	15.5	881	0.403
SPBC19G7.03c	6910.19	12.2137	15.5	61	0.653
SPBP8B7.16c	61548.07	9.5543	15.5	550	0.512
SPBP4H10.06c	134137.08	8.1440	15.5	1172	0.407
SPBC1348.03	17133.09	10.4554	16.0	146	0.320
SPAC16C9.05	44984.10	8.4762	16.0	404	0.384
SPAC9.08c	32740.45	9.6340	16.0	282	0.353
SPBC32H8.04c	22352.35	10.0989	16.0	192	0.448
SPAPB1E7.06c	82573.79	8.7252	16.0	735	0.401
SPCP1E11.03	48380.72	8.6608	16.0	426	0.367
SPAC22F3.11c	17970.57	10.8675	16.0	151	0.317
SPBC947.01	71732.65	9.0059	16.0	660	0.412
SPCC4G3.06c	16586.32	11.1113	16.0	144	0.386
SPAC25B8.06c	54180.16	9.3390	16.0	479	0.347
SPBC16C6.03c	23468.60	10.5763	16.0	207	0.364
SPBC725.14	55777.30	9.7999	16.0	500	0.348
SPBC16G5.04	17768.47	10.2732	16.0	157	0.381
SPBC3B9.03	61077.80	9.6792	16.0	547	0.405
SPCC645.03c	21221.80	10.5045	16.0	190	0.381
SPAC4D7.14	13534.58	10.9905	16.0	121	0.287
SPAC11D3.10	48237.61	9.6845	16.0	434	0.353
SPBC2G2.02	121821.97	8.0024	16.0	1076	0.399
SPBC337.12	42324.72	8.7522	16.0	376	0.395
SPBC83.05	88201.10	8.8820	16.0	773	0.373
SPAC5D6.06c	23209.57	10.4421	16.0	210	0.345
SPBC21.07c	52280.20	9.0219	16.0	461	0.376
SPBC83.17	15979.09	11.2202	16.0	148	0.515
SPAC11H11.01	55968.36	9.8211	16.0	487	0.356
SPBC29A3.05	16299.91	10.1371	16.0	139	0.309
SPCC191.10	17309.12	10.6033	16.0	149	0.308
SPCC23B6.02c	12417.22	10.9827	16.0	111	0.363
SPAP8A3.13c	62348.19	8.8037	16.0	547	0.391
SPAC25A8.02	45304.07	9.0177	16.0	390	0.412
SPBC800.02	28429.05	10.2223	16.0	252	0.385
SPCC1281.05	44008.52	9.5546	16.0	390	0.402
SPAC3F10.18c	3411.24	13.1113	16.0	25	0.311
SPAC23C4.17	77821.53	8.7195	16.0	685	0.454
SPAC1142.08	81128.13	9.3542	16.0	743	0.330
SPBP23A10.06	36404.17	10.0767	16.0	335	0.310
SPBC1604.04	31025.43	10.0944	16.0	283	0.372
SPAC5D6.12	36064.24	9.5421	16.0	314	0.445
SPAPB1A10.08	46788.81	8.7918	16.0	416	0.439
SPAC12B10.03	61811.21	8.6438	16.0	543	0.414
SPCC1322.16	32338.45	10.5581	16.0	288	0.481
SPAC17A2.02c	33042.84	9.6524	16.0	290	0.543
SPCC1235.15	39485.79	9.8895	16.0	345	0.438
SPAC3G6.13c	3411.24	13.1113	16.0	25	0.319
SPAP14E8.04	38610.50	9.5959	16.0	337	0.395
SPAC24H6.03	90511.93	8.9641	16.5	785	0.366
SPBC609.02	40157.45	9.6453	16.5	348	0.353
SPCC663.04	6308.45	13.0537	16.5	51	0.663
SPBC1105.15c	34675.15	9.7548	16.5	300	0.384
SPAC1687.22c	81068.65	8.0675	16.5	732	0.436
SPBC31E1.05	56294.58	9.5471	16.5	480	0.382
SPAC4G9.17c	43957.83	9.6824	16.5	387	0.427
SPBC428.19c	54112.10	9.6939	16.5	494	0.423
SPBC13G1.07	41465.54	9.0718	16.5	356	0.385
SPBP35G2.04c	29244.79	10.0132	16.5	249	0.364
SPAC521.02	32359.36	10.0264	16.5	283	0.371
SPBC336.05c	43826.88	8.7119	16.5	378	0.414
SPBC119.04	16473.24	12.0482	16.5	148	0.442
SPAC1610.03c	79062.24	9.2950	16.5	710	0.362
SPBC29A10.02	62945.37	9.2887	16.5	567	0.420
SPAC57A10.04	39120.73	9.2953	16.5	344	0.357
SPCC777.09c	47509.46	9.4936	16.5	441	0.560
SPCC5E4.10c	23913.86	10.4008	16.5	198	0.350
SPBP8B7.15c	53163.36	9.2747	16.5	482	0.423
SPAC26F1.11	11847.54	11.2896	16.5	105	0.228
SPAC1952.14c	17043.64	11.1484	16.5	145	0.340
SPCC188.13c	158040.48	7.5597	16.5	1374	0.418
SPAC31G5.10	65281.73	9.2809	16.5	569	0.335
SPBC16D10.02	53589.95	8.9255	16.5	469	0.377
SPBC17G9.10	19891.10	10.6712	16.5	174	0.766
SPCC584.16c	25912.00	10.3467	16.5	231	0.382
SPBC16E9.20	21859.13	9.7250	16.5	189	0.422
SPAC56F8.02	170689.58	7.2533	16.5	1517	0.420
SPAC31A2.09c	50821.48	9.5835	16.5	446	0.369
SPBC1685.07c	45461.66	9.2720	16.5	420	0.439
SPAC26A3.07c	19891.10	10.6712	16.5	174	0.728
SPBC405.02c	49529.53	10.2997	16.5	447	0.348
SPAC6B12.03c	35501.11	10.0270	16.5	302	0.359
SPAC4G8.07c	59613.52	8.8312	16.5	527	0.373
SPAC144.13c	62060.05	9.3516	16.5	556	0.380
SPBC651.11c	48422.20	9.5525	16.5	425	0.360
SPBC3H7.15	42450.42	9.6806	17.0	365	0.470
SPBC1604.13c	11619.84	11.4958	17.0	103	0.399
SPBC11B10.07c	42420.90	9.8223	17.0	371	0.379
SPBC839.15c	49674.52	9.4983	17.0	460	0.862
SPBC776.01	7202.17	12.1450	17.0	61	0.826
SPBC31F10.17c	15557.00	10.9669	17.0	135	0.277
SPCC613.01	55125.80	9.5812	17.0	497	0.414
SPCC550.02c	39576.27	9.4211	17.0	354	0.379
SPCC70.03c	55812.53	8.9215	17.0	492	0.454
SPCC794.09c	49660.49	9.4983	17.0	460	0.857
SPBC887.11	52271.73	9.3107	17.0	451	0.411
SPAC23A1.10	49674.52	9.4983	17.0	460	0.862
SPAC750.04c	17161.14	10.5573	17.0	146	0.311
SPBC18H10.14	15395.06	10.7385	17.0	140	0.766
SPAC1527.03	53232.88	9.5200	17.0	475	0.437
SPAC57A10.08c	41809.43	9.7067	17.0	364	0.386
SPBC800.13	54323.75	10.2695	17.0	479	0.320
SPAC1556.02c	70466.19	8.4518	17.0	641	0.583
SPBC8D2.15	41690.12	9.5606	17.0	370	0.366
SPBC1778.04	54749.37	9.0411	17.0	474	0.375
SPAC6G9.05	32771.78	10.0621	17.0	285	0.400
SPBP8B7.22	24724.67	10.0176	17.0	212	0.420
SPAC664.04c	15395.06	10.7385	17.0	140	0.757
SPBC336.01	99705.29	8.2337	17.0	878	0.396
SPAC13F5.05	40763.82	9.7505	17.0	363	0.431
SPAC1851.02	31392.91	9.9274	17.0	279	0.399
SPCP1E11.05c	55156.78	8.7816	17.0	472	0.481
SPCC18.05c	56003.44	8.7632	17.0	502	0.403
SPBC1604.16c	22598.60	10.2598	17.0	199	0.414
SPAC7D4.14c	62590.79	9.3880	17.0	551	0.381
SPAC24B11.14	19503.66	10.2888	17.0	166	0.323
SPBPB2B2.16c	54087.13	9.7183	17.0	485	0.346
SPBC25B2.10	34081.91	10.2462	17.0	307	0.366
SPBP8B7.14c	67224.15	8.6803	17.0	594	0.392
SPBC19C7.09c	68816.21	8.6779	17.0	599	0.372
SPBC1271.11	28371.84	10.3718	17.0	258	0.374
SPCC1739.10	37074.79	10.1530	17.0	336	0.481
SPAC18G6.09c	33345.68	10.3871	17.0	312	0.499
SPAC823.03	61491.13	8.4976	17.0	534	0.416
SPAPB15E9.02c	23272.18	9.5959	17.0	188	0.449
SPAC1002.01	20238.78	10.7748	17.0	179	0.366
SPAC977.02	17161.14	10.5573	17.0	146	0.311
SPAC13G6.13	14104.07	10.3344	17.0	115	0.383
SPAC30C2.04	50606.42	9.4920	17.0	450	0.503
SPBC2D10.13	57268.33	8.3348	17.0	490	0.377
SPBPB2B2.17c	17189.20	10.5573	17.0	146	0.311
SPBPB21E7.05	14995.88	10.6563	17.0	127	0.348
SPAC343.13	58607.60	9.4163	17.0	526	0.365
SPBC32H8.05	13296.10	11.2212	17.0	117	0.447
SPBC29A3.15c	53229.72	9.5174	17.0	476	0.418
SPAC750.02c	54087.13	9.7183	17.0	485	0.346
SPBC1348.05	54121.14	9.7183	17.0	485	0.347
SPAPB17E12.11	34983.05	10.1884	17.0	309	0.508
SPBC776.09	54794.63	9.5120	17.5	485	0.527
SPAC1952.10c	41864.29	9.2785	17.5	361	0.378
SPAPB8E5.08	12661.15	10.5731	17.5	103	0.276
SPCC1259.10	45973.46	9.0381	17.5	412	0.382
SPBC776.05	47490.81	9.5943	17.5	403	0.402
SPAC29B12.05c	35770.64	9.6757	17.5	309	0.321
SPCC320.07c	84300.80	9.1035	17.5	761	0.339
SPBC2G2.14	59582.90	9.8558	17.5	533	0.332
SPAC20H4.03c	32734.32	10.1891	17.5	293	0.400
SPBC16E9.11c	89259.99	9.1151	17.5	786	0.432
SPAC13G7.09c	16039.40	11.0409	17.5	135	0.365
SPBC16D10.05	269195.50	7.0963	17.5	2358	0.386
SPBC800.04c	10422.21	11.4135	17.5	94	0.656
SPCC132.04c	125712.29	7.8382	17.5	1106	0.465
SPBC25H2.13c	252886.98	7.1516	17.5	2199	0.416
SPAC1A6.01c	50907.34	9.5395	17.5	455	0.420
SPBPB10D8.07c	43120.60	9.7359	17.5	379	0.360
SPBC21C3.05	24986.53	10.2614	17.5	217	0.380
SPBC15D4.11c	30254.73	10.0926	17.5	263	0.373
SPAC23A1.19c	120969.84	8.1298	17.5	1063	0.384
SPBC8D2.23	10052.74	12.3909	17.5	86	0.327
SPBPB10D8.05c	43120.60	9.7359	17.5	379	0.360
SPBPB10D8.06c	43120.60	9.7359	17.5	379	0.360
SPAC17G6.17	46808.38	9.7560	17.5	402	0.398
SPCC16C4.19	20755.08	10.6522	17.5	184	0.323
SPCC1682.11c	65522.84	8.9003	17.5	574	0.409
SPCC970.06	34385.64	10.3076	17.5	302	0.413
SPAC23A1.18c	34434.82	10.3232	17.5	303	0.342
SPBC26H8.04c	169994.52	7.4676	17.5	1496	0.397
SPAC56F8.06c	52278.98	9.5402	17.5	445	0.380
SPCC1259.13	56505.81	9.1557	17.5	496	0.403
SPMTR.01	13832.25	11.3457	17.5	118	0.312
SPAC589.10c	17215.06	10.4078	17.5	150	0.719
SPAC16E8.06c	49380.94	10.0619	17.5	438	0.369
SPBPB10D8.04c	43120.60	9.7359	17.5	379	0.360
SPBC1105.18c	18824.68	10.4570	17.5	162	0.293
SPCC4B3.12	51014.22	8.4803	17.5	441	0.359
SPBC4C3.12	73032.16	9.5637	17.5	663	0.428
SPBC17A3.09c	40651.55	9.6860	17.5	363	0.378
SPCC24B10.18	10006.62	11.2812	17.5	93	0.409
SPBC31F10.10c	64142.82	9.1853	17.5	574	0.410
SPAC17C9.07	57605.65	9.3979	17.5	501	0.390
SPBC83.02c	10380.15	11.5973	17.5	94	0.639
SPBC947.05c	65261.88	8.7360	17.5	564	0.367
SPAC6G10.11c	17258.09	10.4078	17.5	150	0.722
SPAC1782.09c	60253.32	9.1813	18.0	537	0.374
SPAC12G12.08	23876.85	10.6292	18.0	213	0.328
SPBP35G2.05c	49746.24	9.6083	18.0	435	0.376
SPAC821.08c	53417.86	9.6125	18.0	488	0.407
SPAC630.10	30760.04	9.7477	18.0	270	0.345
SPAC4G9.11c	26304.50	10.5059	18.0	223	0.463
SPCC4G3.10c	79023.81	8.9950	18.0	686	0.368
SPCP31B10.08c	12108.15	11.1681	18.0	108	0.681
SPCC737.03c	70433.86	8.6983	18.0	615	0.409
SPAC1B3.04c	73521.88	9.0604	18.0	652	0.354
SPAC2C4.08	28080.43	10.4462	18.0	243	0.360
SPAC5D6.07c	56508.11	9.5770	18.0	495	0.385
SPAC1805.09c	38041.20	10.1036	18.0	340	0.311
SPCC162.07	79750.73	9.9227	18.0	702	0.462
SPAC5D6.02c	34645.23	9.8405	18.0	300	0.407
SPAC17G8.14c	111783.62	8.1909	18.0	988	0.433
SPAC3C7.01c	70859.53	8.9866	18.0	611	0.383
SPBC725.12	16180.51	11.6030	18.0	141	0.340
